Product,Product URL,Category,Vendor,Vendor URL,Price in AUD,Shipping From,Shipping To,Date Time Recorded
Linux Mint Forum Database 145K Records (Plaintext),welcome?action=show&listing=56372,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Lophophora williamsii caespitosa ( PEYOTE ) 1 live plant,welcome?action=show&listing=122274,Psychedelics - Other,spreadjoy,userinfo?user=spreadjoy,62.07,Canada,United States,Thu Sep 17 14:55:45 2020
10 ounce (280g) Wedding Cake AAA+++ NDD Uk - Uk,welcome?action=show&listing=100416,Cannabis - Buds and Flowers,unclegus,userinfo?user=unclegus,3488.18,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
Connoisseur Grade Bolivian Cocaine 14 Grams,welcome?action=show&listing=108771,Stimulants - Cocaine,thecakeshop,userinfo?user=thecakeshop,1862.2,United States,United States,Thu Sep 17 14:55:45 2020
**SALE $25 OFF** HCG 5000 IUs,welcome?action=show&listing=118886,Steroids,puregear,userinfo?user=puregear,124.14,United States,United States,Thu Sep 17 14:55:45 2020
Georgia Drivers License,welcome?action=show&listing=99248,Fake Documents (Physical),mrfugazi,userinfo?user=mrfugazi,137.94,Canada,Worldwide,Thu Sep 17 14:55:45 2020
"PaddyPower.com Database 716,878 Records (Plaintext)",welcome?action=show&listing=56324,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"28 gram G13, cult favorite",welcome?action=show&listing=117324,Cannabis - Buds and Flowers,greenbritain1,userinfo?user=greenbritain1,409.25,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
14g AAAA Super Lemon Haze Cali Import Very HQ Dense Sugary (Duplicate) (Duplicate),welcome?action=show&listing=119828,Cannabis - Buds and Flowers,raws4life,userinfo?user=raws4life,266.9,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
Dinosaur Bar-B-Que (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=115902,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.76,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
2 grams High Quality Uncut Pure Afghan Heroin #3 (100%) / NL to NL !,welcome?action=show&listing=72515,Opioids - Heroin,postnl,userinfo?user=postnl,79.49,Netherlands,Netherlands,Thu Sep 17 14:55:45 2020
(75) 4mg Etizolam Gummies (Sour Patch Kids),welcome?action=show&listing=120859,Benzos - RC,rudeboy500,userinfo?user=rudeboy500,189.14,United States,United States,Thu Sep 17 14:55:45 2020
Vitara-V 40 mg 50 tabs (VARDENAFIL - Levitra),welcome?action=show&listing=123890,Prescription Drugs,fastmeds,userinfo?user=fastmeds,52.46,Singapore,Worldwide,Thu Sep 17 14:55:45 2020
28g Pure MDMA (84%),welcome?action=show&listing=111546,Ecstasy - MDMA,bagsandboxes,userinfo?user=bagsandboxes,176.15,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
NHSDIRECT - 2g AFGHAN HEROIN - INTRODUCTORY OFFER - EMPIRE ESTABLISHED VENDOR,welcome?action=show&listing=121370,Opioids - Heroin,nhsdirect,userinfo?user=nhsdirect,177.93,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
7g Champagne MDMA AAA+++ NDD Uk - Uk (Duplicate),welcome?action=show&listing=105978,Ecstasy - MDMA,unclegus,userinfo?user=unclegus,115.65,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
1000 B707 Xanax Pills 3mg,welcome?action=show&listing=101473,Benzos - Pills,penilefractures,userinfo?user=penilefractures,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
Renttherunway.com gift card (Value :$100) - Save lot of money,welcome?action=show&listing=101036,Other Fraud Related,kingaccount,userinfo?user=kingaccount,20.7,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
300g MDMA Champagne - 84%,welcome?action=show&listing=121680,Ecstasy - MDMA,globalsynthetic,userinfo?user=globalsynthetic,924.71,Netherlands,European Union,Thu Sep 17 14:55:45 2020
"1x 600MG - Tin Can Edibles - Medicated Sour Skittles - Fast, Same Day Shipping! (5 PACK MIN.)",welcome?action=show&listing=113760,Cannabis - Edibles,pressurepacks,userinfo?user=pressurepacks,13.8,United States,United States,Thu Sep 17 14:55:45 2020
PERFECT SCANNABLE VIRGINIA ID (ALL SECURITY FEATURES),welcome?action=show&listing=112743,Fake Documents (Physical),qualityfakeids,userinfo?user=qualityfakeids,255.41,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
10 x 2.5mg Ativan (Lorazepam) AU pharma,welcome?action=show&listing=115108,Benzos - Pills,inteli,userinfo?user=inteli,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
2g Crystal Methamphetamine (Ice),welcome?action=show&listing=61094,Stimulants - Meth,ozbay,userinfo?user=ozbay,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
ON SALE! 1oz/29g Cali Orange INDOOR WEED,welcome?action=show&listing=107391,Cannabis - Buds and Flowers,wa2018,userinfo?user=wa2018,193.28,United States,United States,Thu Sep 17 14:55:45 2020
TrueStresser (Stresser Full Source Code With SQL),welcome?action=show&listing=98711,Exploits / Exploit Kits,topvendor,userinfo?user=topvendor,122.87,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
XANAX BARS GG249 PRESSED (100 PILLS + 10 FREE),welcome?action=show&listing=107909,Benzos - Pills,proyectoequis,userinfo?user=proyectoequis,138.06,United States,United States,Thu Sep 17 14:55:45 2020
Etizolam 2g (US Domestic),welcome?action=show&listing=110338,Benzos - Powder,robertarctor,userinfo?user=robertarctor,207.09,United States,United States,Thu Sep 17 14:55:45 2020
ETIZOLAM (Xanax analogue) Etilaam 1mg 200 tabs,welcome?action=show&listing=107762,Prescription Drugs,thebodyshop,userinfo?user=thebodyshop,73.17,Singapore,Worldwide,Thu Sep 17 14:55:45 2020
Therapeutic grade Golden Teacher 0.5 oz,welcome?action=show&listing=128852,Psychedelics - Shrooms,fungirx,userinfo?user=fungirx,122.87,United States,United States,Thu Sep 17 14:55:45 2020
4g Master Yoda Medical Grade Indica,welcome?action=show&listing=60593,Cannabis - Buds and Flowers,greenusa,userinfo?user=greenusa,56.6,United States,United States,Thu Sep 17 14:55:45 2020
FR 1 G CRYSTAL COCAINE 86% PURE STRAIGHT FROM THE BRICK (WASHABLE),welcome?action=show&listing=71352,Stimulants - Cocaine,labelledemai,userinfo?user=labelledemai,139.51,France,Worldwide,Thu Sep 17 14:55:45 2020
Tonys Stardawg Hybrid 14 gram,welcome?action=show&listing=73429,Cannabis - Buds and Flowers,tonysdrugsstore,userinfo?user=tonysdrugsstore,186.83,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
LocalBitcoins Accounts Aged Verified,welcome?action=show&listing=127712,Various Logins,wick7,userinfo?user=wick7,69.03,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
CUSTOM PASSPORT ID DRIVING LICENCE ANY DOCUMENT,welcome?action=show&listing=81719,Fake Documents (Digital),cardpass,userinfo?user=cardpass,129.78,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Mother of Pearl Uncut Cocaine 3 Grams,welcome?action=show&listing=82108,Stimulants - Cocaine,spacepope,userinfo?user=spacepope,497.01,United States,United States,Thu Sep 17 14:55:45 2020
1 Ounce (28 grams) Large Capsules of Organic Golden Teacher Magic Mushrooms.,welcome?action=show&listing=81820,Psychedelics - Shrooms,shroomtown,userinfo?user=shroomtown,303.73,United States,United States,Thu Sep 17 14:55:45 2020
Gorilla Glue Hybrid Weed - 28 GRAMS - Indoor (Exotic / Rare),welcome?action=show&listing=90501,Cannabis - Buds and Flowers,calgreen,userinfo?user=calgreen,329.96,United States,United States,Thu Sep 17 14:55:45 2020
"0,044 Million Slovenia Emails Leads",welcome?action=show&listing=54442,Dumps,goldapple,userinfo?user=goldapple,13.8,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
OPENING SPECIAL 0.25g Colombian Shiny Flakes,welcome?action=show&listing=81515,Stimulants - Cocaine,stimz,userinfo?user=stimz,42.7,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
GHB CRYSTALS 400gr FOODGRADE NOW ON OFFER,welcome?action=show&listing=75476,Dissociatives - GHB,amsterdamliquidx,userinfo?user=amsterdamliquidx,561.31,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Gelenika Ksalol xanax Alprazolam 1mg x 15,welcome?action=show&listing=121708,Benzos - Pills,kenza,userinfo?user=kenza,26.69,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
beIN Sports New Zealand Premium Account CHEAPEST on Market WARRANTY + EXTRAS,welcome?action=show&listing=85915,Various Logins,accountisland,userinfo?user=accountisland,11.04,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
500 x 2mg Xanax Bars (Germany Only),welcome?action=show&listing=72345,Benzos - Pills,mixedarbilyde,userinfo?user=mixedarbilyde,648.92,Germany,Germany,Thu Sep 17 14:55:45 2020
liquidation.com,welcome?action=show&listing=102358,Other Services,drhack3r,userinfo?user=drhack3r,8.28,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Insomnia Cookies US Account w/ Rewards ($10) *HQ*,welcome?action=show&listing=124748,Various Logins,xiaobaobei26,userinfo?user=xiaobaobei26,8.11,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"28g/Ounces of MDMA (84%, BEST QUALITY)",welcome?action=show&listing=86934,Ecstasy - MDMA,honesttrader,userinfo?user=honesttrader,240.21,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
California FIRE Preroll,welcome?action=show&listing=115612,Cannabis - Buds and Flowers,thejoint,userinfo?user=thejoint,16.56,United States,United States,Thu Sep 17 14:55:45 2020
MUBI Streaming Premium Account CHEAPEST on Market WARRANTY + EXTRAS,welcome?action=show&listing=85648,Various Logins,accountisland,userinfo?user=accountisland,9.65,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
14g Amnesia Haze,welcome?action=show&listing=120889,Cannabis - Buds and Flowers,caliboyzw,userinfo?user=caliboyzw,177.8,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
-== ZenmateVPN Premium Account ==-,welcome?action=show&listing=82904,VPN,g0ldenboy,userinfo?user=g0ldenboy,6.89,Digital / Service,Worldwide,Thu Sep 17 14:55:45 2020
"50gr. BMDP crystal (analog bk-ebdp, Methylone, MDMA, MOLLY)",welcome?action=show&listing=97613,Ecstasy - Methylone and BK,cindicator,userinfo?user=cindicator,400.19,China,Worldwide,Thu Sep 17 14:55:45 2020
jolieandfriends.com Porn Account Trans,welcome?action=show&listing=80320,Various Logins,pornseller,userinfo?user=pornseller,9.65,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
50x Pyramid LSD Tabs 200ug+,welcome?action=show&listing=85072,Psychedelics - LSD,dutchdreamz,userinfo?user=dutchdreamz,136.61,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
1000 x 375ug WoW White on White LSD tabs,welcome?action=show&listing=113849,Psychedelics - LSD,thecheshirecat,userinfo?user=thecheshirecat,8141.79,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
"250mg Pure Etazene - strong as fentanyl, safe as marijuana",welcome?action=show&listing=82150,Opioids - Other,happydrugs,userinfo?user=happydrugs,40.52,European Union,Worldwide,Thu Sep 17 14:55:45 2020
Instagram Followers - 10000 For 70$ - Lifetime Warranty,welcome?action=show&listing=65563,Other Services,socialmedia,userinfo?user=socialmedia,96.59,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
15x XTC Donald Trump Pills 260mg LIMITED TIME! Ecstasy FREE SHIPPING,welcome?action=show&listing=108061,Ecstasy - Pills,newcapital,userinfo?user=newcapital,55.19,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
PrivateSociety.com - LIFETIME PORN PREMIUM ACCOUNT,welcome?action=show&listing=60075,Other Services,mychoice,userinfo?user=mychoice,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Wankzvr.com Porn Account Warranty,welcome?action=show&listing=73841,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,6.89,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Generic Cialis 20mg 20 pills,welcome?action=show&listing=82890,Prescription Drugs,deepufo,userinfo?user=deepufo,19.45,European Union,European Union,Thu Sep 17 14:55:45 2020
LSD 1x 220ug-260ug LSD TAB H.Q Dutch2Uk High Quality,welcome?action=show&listing=79811,Psychedelics - LSD,britishpablo,userinfo?user=britishpablo,8.89,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
1x 20mg Capsules of 4-AcO-DMT (fumarate),welcome?action=show&listing=86991,Psychedelics - Shrooms,honesttrader,userinfo?user=honesttrader,14.22,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
Learn everything about Proxy and become Anonymous,welcome?action=show&listing=62064,VPN,g3cko,userinfo?user=g3cko,57.95,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
PYRAZOLAM powdrer 100 gram,welcome?action=show&listing=105751,Benzos - RC,mastermeds,userinfo?user=mastermeds,3725.9,China,Worldwide,Thu Sep 17 14:55:45 2020
* COCAINE SPRAY * 0.5 G * MILD * small size 10ml,welcome?action=show&listing=93227,Stimulants - Cocaine,jollyshop,userinfo?user=jollyshop,55.19,United States,Worldwide,Thu Sep 17 14:55:45 2020
(3.5 gram) **GBMESSI GREAT VALUE SOCIABLE COCAINE UK NDD. CHECK WEED AND MDMA LISTINGS**,welcome?action=show&listing=95373,Stimulants - Cocaine,gbmessicocaine,userinfo?user=gbmessicocaine,248.93,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
7 gram Pure and Clean Fishscale Cocaine 90% pure and uncut!,welcome?action=show&listing=94774,Stimulants - Cocaine,drugzone,userinfo?user=drugzone,737.62,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
100 x 225ug Alice In Wonderland LSD Tabs,welcome?action=show&listing=113736,Psychedelics - LSD,thecheshirecat,userinfo?user=thecheshirecat,827.97,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
500g ## Dutch Speed Cream Paste 78% ##,welcome?action=show&listing=86529,Stimulants - Speed,italianmafia,userinfo?user=italianmafia,2414.94,European Union,Worldwide,Thu Sep 17 14:55:45 2020
7g *OG #18* HIGHEST QUALITY CANNABIS,welcome?action=show&listing=64464,Cannabis - Buds and Flowers,aussieextracts,userinfo?user=aussieextracts,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
7 GRAM COLOMBIAN FLAKE COCAINE - 92% - *FREE UK NDD*,welcome?action=show&listing=71293,Stimulants - Cocaine,pastrydam,userinfo?user=pastrydam,709.45,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
30ml THC Vape Juice + High Quality Vaporiser ** READY TO VAPE KIT ** Ejuice Oz Ounce mil Weed,welcome?action=show&listing=92181,Cannabis - Concentrates,mb420,userinfo?user=mb420,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
Dior shoes F110 - 1:1 Perfect Replica,welcome?action=show&listing=118313,Other Forgeries,smartstore,userinfo?user=smartstore,162.11,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
70 ml STRONG ORGANIC THC E-LIQUID VAPE,welcome?action=show&listing=98070,Cannabis - Other,thcliquid24,userinfo?user=thcliquid24,202.64,Germany,Worldwide,Thu Sep 17 14:55:45 2020
CZECH DRIVERS LICENSE PSD Template HQ,welcome?action=show&listing=78463,Fake Documents (Digital),chernobyl,userinfo?user=chernobyl,48.29,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
30 TABS CLONAZEPAM 2MG,welcome?action=show&listing=94435,Opioids - Pills,bigdickvibes,userinfo?user=bigdickvibes,103.49,United States,United States,Thu Sep 17 14:55:45 2020
**SALE $20 OFF** Aromasin (Exemestane) - 25mg*50 Tabs - MyoLux Pharma,welcome?action=show&listing=116425,Steroids,puregear,userinfo?user=puregear,124.19,United States,United States,Thu Sep 17 14:55:45 2020
USA Boat Owner Database 2.9 Million Owners,welcome?action=show&listing=54107,Dumps,goldapple,userinfo?user=goldapple,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
20 pills - Xtc Orange Bowser - 200mg mdma,welcome?action=show&listing=68911,Ecstasy - Pills,thestealthteam,userinfo?user=thestealthteam,45.39,European Union,Worldwide,Thu Sep 17 14:55:45 2020
Vidalista Professional 50 tabs (TADALAFIL),welcome?action=show&listing=122580,Prescription Drugs,fastmeds,userinfo?user=fastmeds,20.69,Singapore,Worldwide,Thu Sep 17 14:55:45 2020
10 x Compensan 200mg Morphinhidroclorid from G.L.Pharma,welcome?action=show&listing=66259,Opioids - Other,morphinisback,userinfo?user=morphinisback,299.91,Austria,Worldwide,Thu Sep 17 14:55:45 2020
15x LSD tabs acid 250ug,welcome?action=show&listing=59907,Psychedelics - LSD,lysanderspooner,userinfo?user=lysanderspooner,95.64,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
CapitalGames Database 640K Records,welcome?action=show&listing=57467,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
10g BOLIVIAN COCAINE STRAIGHT FROM BRICK,welcome?action=show&listing=97180,Stimulants - Cocaine,flyingdrugzman,userinfo?user=flyingdrugzman,891.63,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Ben Hardy VIDEO E-BOOK,welcome?action=show&listing=112195,Social Engeneering,youngmoney,userinfo?user=youngmoney,9.65,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Amaland.com - LIFETIME PORN PREMIUM ACCOUNT,welcome?action=show&listing=73052,Other Software,mychoice,userinfo?user=mychoice,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
100 B707 Blue Xanax 6mg ETIZOLAM,welcome?action=show&listing=106684,Benzos - Pills,qualitycanada,userinfo?user=qualitycanada,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
20 2MG XANAX (ALPRAZOLAM) (DOSED 33% HIGHER),welcome?action=show&listing=76617,Benzos - Pills,instagram1,userinfo?user=instagram1,28.44,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
PURE UNCUT FISH SCALE COCAINE ( 7g / QUAD ),welcome?action=show&listing=108455,Stimulants - Cocaine,caliwhitedunrite,userinfo?user=caliwhitedunrite,827.97,United States,United States,Thu Sep 17 14:55:45 2020
Trulucks Seafood Steak and Crab House (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=123130,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
21x LSD tabs acid 250ug,welcome?action=show&listing=59909,Psychedelics - LSD,lysanderspooner,userinfo?user=lysanderspooner,134.55,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
7Grams Acetone Washed 3x Bolivian Cocaine FIRE Free Expresspost,welcome?action=show&listing=83207,Stimulants - Cocaine,icywhitenorth1,userinfo?user=icywhitenorth1,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
Psilocybe Cubensis Amazonian Spore Print,welcome?action=show&listing=110363,Psychedelics - Shrooms,pilzhof,userinfo?user=pilzhof,32.42,Germany,Worldwide,Thu Sep 17 14:55:45 2020
SONDERPREIS 500 Gramm Curry-Cheese,welcome?action=show&listing=123528,Cannabis - Buds and Flowers,krautling,userinfo?user=krautling,3242.31,Germany,Germany,Thu Sep 17 14:55:45 2020
*Ketamine Spray * STRONG * 2 GRAM of Ketamine,welcome?action=show&listing=96710,Dissociatives - Ketamine,jollyshop,userinfo?user=jollyshop,197.33,United States,Worldwide,Thu Sep 17 14:55:45 2020
10 G Amnesia Haze Homegrow A+++ Bio++++BestNarco (Duplicate),welcome?action=show&listing=115664,Cannabis - Buds and Flowers,bestnarco,userinfo?user=bestnarco,170.22,Germany,European Union,Thu Sep 17 14:55:45 2020
